season,week,patch,team_1_blue_side,team_2_red_side,score
LEC 2022 Spring Season,Week 4,12.2,VIT,MSF,1 - 0
LEC 2022 Spring Season,Week 4,12.2,BDS,G2,0 - 1
LEC 2022 Spring Season,Week 4,12.2,MAD,FNC,0 - 1
LEC 2022 Spring Season,Week 4,12.2,SK,MSF,0 - 1
LEC 2022 Spring Season,Week 4,12.2,BDS,MAD,0 - 1
LEC 2022 Spring Season,Week 4,12.2,VIT,AST,1 - 0
LEC 2022 Spring Season,Week 4,12.2,FNC,XL,0 - 1
LEC 2022 Spring Season,Week 4,12.2,RGE,G2,1 - 0
LEC 2022 Spring Season,Week 5,12.3,BDS,MSF,0 - 1
LEC 2022 Spring Season,Week 5,12.3,RGE,AST,0 - 1
LEC 2022 Spring Season,Week 5,12.3,VIT,XL,0 - 1
LEC 2022 Spring Season,Week 5,12.3,SK,FNC,0 - 1
LEC 2022 Spring Season,Week 5,12.3,MAD,G2,0 - 1
LEC 2022 Spring Season,Week 5,12.3,BDS,XL,0 - 1
LEC 2022 Spring Season,Week 5,12.3,SK,MAD,1 - 0
LEC 2022 Spring Season,Week 5,12.3,RGE,MSF,0 - 1
LEC 2022 Spring Season,Week 5,12.3,G2,AST,1 - 0
LEC 2022 Spring Season,Week 5,12.3,VIT,FNC,0 - 1
LEC 2022 Spring Season,Week 6,12.3,FNC,AST,0 - 1
LEC 2022 Spring Season,Week 6,12.3,MSF,XL,1 - 0
LEC 2022 Spring Season,Week 6,12.3,VIT,BDS,1 - 0
LEC 2022 Spring Season,Week 6,12.3,SK,G2,1 - 0
LEC 2022 Spring Season,Week 6,12.3,RGE,MAD,1 - 0
LEC 2022 Spring Season,Week 6,12.3,XL,AST,1 - 0
LEC 2022 Spring Season,Week 6,12.3,BDS,SK,0 - 1
LEC 2022 Spring Season,Week 6,12.3,MSF,MAD,1 - 0
LEC 2022 Spring Season,Week 6,12.3,VIT,RGE,0 - 1
LEC 2022 Spring Season,Week 6,12.3,G2,FNC,0 - 1
LEC 2022 Spring Season,Week 7,12.4,MAD,XL,0 - 1
LEC 2022 Spring Season,Week 7,12.4,BDS,AST,1 - 0
LEC 2022 Spring Season,Week 7,12.4,VIT,SK,1 - 0
LEC 2022 Spring Season,Week 7,12.4,RGE,FNC,0 - 1
LEC 2022 Spring Season,Week 7,12.4,MSF,G2,1 - 0
LEC 2022 Spring Season,Week 7,12.4,VIT,MSF,1 - 0
LEC 2022 Spring Season,Week 7,12.4,SK,AST,0 - 1
LEC 2022 Spring Season,Week 7,12.4,RGE,XL,1 - 0
LEC 2022 Spring Season,Week 7,12.4,BDS,G2,0 - 1
LEC 2022 Spring Season,Week 7,12.4,MAD,FNC,0 - 1
LEC 2022 Spring Season,Week 8,12.1,SK,RGE,1 - 0
LEC 2022 Spring Season,Week 8,12.1,MSF,AST,1 - 0
LEC 2022 Spring Season,Week 8,12.1,VIT,MAD,0 - 1
LEC 2022 Spring Season,Week 8,12.1,G2,XL,1 - 0
LEC 2022 Spring Season,Week 8,12.1,BDS,FNC,0 - 1
LEC 2022 Spring Season,Week 8,12.1,SK,XL,0 - 1
LEC 2022 Spring Season,Week 8,12.1,MAD,AST,1 - 0
LEC 2022 Spring Season,Week 8,12.1,BDS,RGE,0 - 1
LEC 2022 Spring Season,Week 8,12.1,MSF,FNC,1 - 0
LEC 2022 Spring Season,Week 8,12.1,VIT,G2,0 - 1
LEC 2022 Spring Season,Week 8,12.1,SK,MSF,1 - 0
LEC 2022 Spring Season,Week 8,12.1,VIT,AST,1 - 0
LEC 2022 Spring Season,Week 8,12.1,BDS,MAD,0 - 1
LEC 2022 Spring Season,Week 8,12.1,FNC,XL,1 - 0
LEC 2022 Spring Season,Week 8,12.1,RGE,G2,1 - 0
LEC 2022 Summer Season,Week 1,12.11,VIT,MAD,0 - 1
LEC 2022 Summer Season,Week 1,12.11,BDS,SK,0 - 1
LEC 2022 Summer Season,Week 1,12.11,MSF,XL,0 - 1
LEC 2022 Summer Season,Week 1,12.11,G2,AST,1 - 0
LEC 2022 Summer Season,Week 1,12.11,RGE,FNC,0 - 1
LEC 2022 Summer Season,Week 1,12.11,BDS,AST,0 - 1
LEC 2022 Summer Season,Week 1,12.11,SK,MAD,0 - 1
LEC 2022 Summer Season,Week 1,12.11,VIT,MSF,1 - 0
LEC 2022 Summer Season,Week 1,12.11,FNC,XL,0 - 1
LEC 2022 Summer Season,Week 1,12.11,RGE,G2,0 - 1
LEC 2022 Summer Season,Week 1,12.11,MSF,AST,0 - 1
LEC 2022 Summer Season,Week 1,12.11,VIT,BDS,1 - 0
LEC 2022 Summer Season,Week 1,12.11,SK,FNC,0 - 1
LEC 2022 Summer Season,Week 1,12.11,G2,XL,1 - 0
LEC 2022 Summer Season,Week 1,12.11,RGE,MAD,1 - 0
LEC 2022 Summer Season,Week 2,12.11,SK,AST,0 - 1
LEC 2022 Summer Season,Week 2,12.11,VIT,XL,0 - 1
LEC 2022 Summer Season,Week 2,12.11,RGE,MSF,1 - 0
LEC 2022 Summer Season,Week 2,12.11,BDS,G2,1 - 0
LEC 2022 Summer Season,Week 2,12.11,MAD,FNC,1 - 0
LEC 2022 Summer Season,Week 2,12.11,SK,MSF,0 - 1
LEC 2022 Summer Season,Week 2,12.11,MAD,XL,0 - 1
LEC 2022 Summer Season,Week 2,12.11,RGE,AST,1 - 0
LEC 2022 Summer Season,Week 2,12.11,BDS,FNC,0 - 1
LEC 2022 Summer Season,Week 2,12.11,VIT,G2,0 - 1
LEC 2022 Summer Season,Week 3,12.12,BDS,MSF,0 - 1
LEC 2022 Summer Season,Week 3,12.12,VIT,SK,1 - 0
LEC 2022 Summer Season,Week 3,12.12,RGE,XL,1 - 0
LEC 2022 Summer Season,Week 3,12.12,FNC,AST,1 - 0
LEC 2022 Summer Season,Week 3,12.12,MAD,G2,1 - 0
LEC 2022 Summer Season,Week 3,12.12,BDS,XL,0 - 1
LEC 2022 Summer Season,Week 3,12.12,SK,RGE,0 - 1
LEC 2022 Summer Season,Week 3,12.12,VIT,AST,1 - 0
LEC 2022 Summer Season,Week 3,12.12,MSF,MAD,1 - 0
LEC 2022 Summer Season,Week 3,12.12,G2,FNC,0 - 1
LEC 2022 Summer Season,Week 4,12.12,XL,AST,0 - 1
LEC 2022 Summer Season,Week 4,12.12,BDS,MAD,0 - 1
LEC 2022 Summer Season,Week 4,12.12,MSF,FNC,1 - 0
LEC 2022 Summer Season,Week 4,12.12,SK,G2,1 - 0
LEC 2022 Summer Season,Week 4,12.12,VIT,RGE,0 - 1
LEC 2022 Summer Season,Week 4,12.12,SK,XL,1 - 0
LEC 2022 Summer Season,Week 4,12.12,MAD,AST,1 - 0
LEC 2022 Summer Season,Week 4,12.12,BDS,RGE,0 - 1
LEC 2022 Summer Season,Week 4,12.12,MSF,G2,1 - 0
LEC 2022 Summer Season,Week 4,12.12,VIT,FNC,1 - 0
LEC 2022 Summer Season,Week 5,12.13,BDS,SK,0 - 1
LEC 2022 Summer Season,Week 5,12.13,MSF,XL,0 - 1
LEC 2022 Summer Season,Week 5,12.13,VIT,MAD,0 - 1
LEC 2022 Summer Season,Week 5,12.13,G2,AST,1 - 0
LEC 2022 Summer Season,Week 5,12.13,RGE,FNC,1 - 0
LEC 2022 Summer Season,Week 5,12.13,BDS,AST,0 - 1
LEC 2022 Summer Season,Week 5,12.13,SK,MAD,0 - 1
LEC 2022 Summer Season,Week 5,12.13,VIT,MSF,1 - 0
LEC 2022 Summer Season,Week 5,12.13,RGE,G2,0 - 1
LEC 2022 Summer Season,Week 5,12.13,FNC,XL,0 - 1
LEC 2022 Summer Season,Week 6,12.13,SK,AST,1 - 0
LEC 2022 Summer Season,Week 6,12.13,RGE,MSF,0 - 1
LEC 2022 Summer Season,Week 6,12.13,VIT,XL,1 - 0
LEC 2022 Summer Season,Week 6,12.13,BDS,G2,0 - 1
LEC 2022 Summer Season,Week 6,12.13,MAD,FNC,1 - 0
LEC 2022 Summer Season,Week 6,12.13,SK,MSF,0 - 1
LEC 2022 Summer Season,Week 6,12.13,RGE,AST,0 - 1
LEC 2022 Summer Season,Week 6,12.13,MAD,XL,1 - 0
LEC 2022 Summer Season,Week 6,12.13,BDS,FNC,0 - 1
LEC 2022 Summer Season,Week 6,12.13,VIT,G2,1 - 0
LEC 2022 Summer Season,Week 7,12.14,MSF,AST,1 - 0
LEC 2022 Summer Season,Week 7,12.14,VIT,BDS,1 - 0
LEC 2022 Summer Season,Week 7,12.14,SK,FNC,0 - 1
LEC 2022 Summer Season,Week 7,12.14,RGE,MAD,1 - 0
LEC 2022 Summer Season,Week 7,12.14,G2,XL,1 - 0
LEC 2022 Summer Season,Week 7,12.14,VIT,AST,0 - 1
LEC 2022 Summer Season,Week 7,12.14,BDS,XL,1 - 0
LEC 2022 Summer Season,Week 7,12.14,MSF,MAD,1 - 0
LEC 2022 Summer Season,Week 7,12.14,SK,RGE,1 - 0
LEC 2022 Summer Season,Week 7,12.14,G2,FNC,1 - 0
LEC 2022 Summer Season,Week 8,12.11,BDS,MSF,0 - 1
LEC 2022 Summer Season,Week 8,12.11,VIT,SK,0 - 1
LEC 2022 Summer Season,Week 8,12.11,RGE,XL,1 - 0
LEC 2022 Summer Season,Week 8,12.11,FNC,AST,1 - 0
LEC 2022 Summer Season,Week 8,12.11,MAD,G2,0 - 1
LEC 2022 Summer Season,Week 8,12.11,BDS,RGE,1 - 0
LEC 2022 Summer Season,Week 8,12.11,SK,XL,0 - 1
LEC 2022 Summer Season,Week 8,12.11,MAD,AST,1 - 0
LEC 2022 Summer Season,Week 8,12.11,VIT,FNC,0 - 1
LEC 2022 Summer Season,Week 8,12.11,MSF,G2,0 - 1
LEC 2022 Summer Season,Week 8,12.11,XL,AST,1 - 0
LEC 2022 Summer Season,Week 8,12.11,BDS,MAD,0 - 1
LEC 2022 Summer Season,Week 8,12.11,SK,G2,0 - 1
LEC 2022 Summer Season,Week 8,12.11,VIT,RGE,0 - 1
LEC 2022 Summer Season,Week 8,12.11,MSF,FNC,0 - 1
LEC 2022 Summer Season,Tiebreakers,12.14,XL,VIT,1 - 0
LEC 2022 Summer Season,Tiebreakers,12.14,FNC,MSF,0 - 1
